weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
224.243,alive,none,none,0,m,34,2000,1991,unavail,pass,0,2
666.695,alive,airbag,belted,1,m,22,2000,1998,deploy,driver,1,0
86.221,alive,none,belted,1,m,19,2000,1990,unavail,pass,0,2
86.221,alive,airbag,belted,1,m,53,2000,1994,deploy,driver,1,1
380.421,alive,none,none,1,m,17,2000,1988,unavail,driver,0,1
637.409,alive,airbag,belted,1,m,21,2000,1997,nodeploy,driver,0,0
1030.109,alive,airbag,belted,1,f,52,2000,1992,nodeploy,driver,0,0
1030.109,alive,airbag,belted,0,f,26,2000,1991,nodeploy,driver,0,0
86.221,alive,none,belted,1,f,45,2000,1992,unavail,driver,0,1
86.221,alive,airbag,belted,1,m,16,2000,1996,deploy,driver,1,0
86.221,alive,airbag,belted,0,f,31,2000,1993,nodeploy,pass,0,0
103.465,alive,none,belted,0,f,35,2000,1992,unavail,pass,0,3
146.575,alive,airbag,belted,1,m,47,2000,1995,deploy,driver,1,1
416.406,alive,none,belted,0,f,20,2000,1986,unavail,driver,0,2
86.713,dead,none,belted,0,f,64,2000,1994,unavail,driver,0,4
86.713,alive,none,belted,1,f,17,2000,1991,unavail,driver,0,1
168.993,alive,airbag,belted,0,m,78,2000,1994,deploy,driver,1,0
168.993,alive,none,belted,1,f,55,2000,1990,unavail,pass,0,3
86.221,alive,airbag,belted,1,f,38,2000,1991,deploy,driver,1,3
86.221,alive,airbag,belted,0,f,46,2000,1996,nodeploy,driver,0,2
86.221,alive,airbag,none,1,f,55,2000,1994,deploy,driver,1,3
1923.103,alive,airbag,belted,1,f,22,2000,1994,deploy,driver,1,0
1923.103,alive,none,belted,0,m,68,2000,1981,unavail,driver,0,0
86.713,dead,airbag,belted,0,m,37,2000,1994,deploy,pass,1,4
86.221,alive,none,belted,1,f,35,2000,1993,unavail,driver,0,3
602.954,alive,airbag,belted,1,f,30,2000,1997,nodeploy,driver,0,0
974.428,alive,none,belted,1,f,18,2000,1992,unavail,driver,0,1
86.713,dead,airbag,none,1,f,62,2000,2000,deploy,driver,1,4
86.221,alive,none,belted,1,m,49,2000,1993,unavail,driver,0,0
86.221,alive,none,belted,1,f,44,2000,1993,unavail,pass,0,3
86.221,alive,airbag,belted,1,f,43,2000,1997,deploy,driver,1,0
195.351,alive,airbag,belted,0,f,50,2000,1999,nodeploy,driver,0,0
195.351,alive,airbag,belted,1,f,27,2000,1996,deploy,driver,1,2
195.351,alive,none,belted,0,f,17,2000,1986,unavail,pass,0,1
86.713,alive,none,belted,0,f,38,2000,1993,unavail,pass,0,3
95.274,alive,none,belted,0,m,39,2000,1989,unavail,driver,0,2
95.274,alive,none,belted,1,f,21,2000,1989,unavail,driver,0,2
95.274,alive,none,belted,1,f,20,2000,1989,unavail,pass,0,2
95.274,alive,airbag,belted,0,m,53,2000,1994,nodeploy,driver,0,3
81.646,alive,airbag,belted,1,m,41,2000,1993,deploy,driver,1,2
81.646,alive,airbag,belted,1,f,46,2000,1998,deploy,pass,1,3
18.809,alive,none,belted,1,f,29,2000,1983,unavail,pass,0,3
18.809,alive,airbag,belted,1,f,30,2000,1999,deploy,driver,1,3
33.883,alive,airbag,belted,0,m,58,2000,1992,nodeploy,driver,0,3
18.809,alive,airbag,belted,1,m,37,2000,1998,deploy,driver,1,2
40.681,alive,airbag,belted,1,f,63,2000,1996,deploy,driver,1,0
40.681,alive,airbag,none,0,m,44,2000,1997,nodeploy,driver,0,3
18.809,alive,airbag,belted,0,f,74,2000,1998,nodeploy,driver,0,3
18.809,alive,airbag,none,1,m,35,2000,1999,nodeploy,driver,0,1
47.09,alive,none,belted,1,m,32,2000,1992,unavail,driver,0,3
541.045,alive,none,belted,1,f,23,2000,1991,unavail,driver,0,2
18.809,alive,airbag,belted,0,f,40,2000,1997,nodeploy,driver,0,3
32.638,alive,airbag,belted,0,m,53,2000,2000,deploy,driver,1,3
39.911,alive,airbag,none,0,m,28,2000,1996,nodeploy,driver,0,1
26.604,alive,airbag,belted,1,m,38,2000,1992,deploy,driver,1,3
17.398,alive,airbag,belted,1,f,47,2000,1996,nodeploy,pass,0,2
18.809,alive,airbag,belted,1,f,43,2000,1995,deploy,driver,1,3
24.163,alive,none,belted,0,f,45,2000,1992,unavail,driver,0,0
24.163,alive,airbag,belted,0,m,32,2000,2000,nodeploy,driver,0,3
22.693,alive,airbag,none,0,f,68,2000,1999,nodeploy,driver,0,3
22.693,alive,none,none,1,m,35,2000,1991,unavail,pass,0,3
27.988,alive,airbag,none,1,m,20,2000,1995,deploy,driver,1,2
27.988,alive,none,none,1,m,21,2000,1995,unavail,pass,0,3
18.809,alive,none,belted,1,m,44,2000,1993,unavail,driver,0,0
18.809,alive,airbag,belted,0,f,46,2000,2000,deploy,driver,1,3
36.006,alive,none,belted,1,m,43,2000,1985,unavail,driver,0,2
135.734,alive,airbag,none,0,m,34,2000,2000,nodeploy,pass,0,2
378.998,alive,airbag,belted,0,f,56,2000,1996,deploy,driver,1,2
378.998,alive,none,belted,1,m,41,2000,1992,unavail,driver,0,1
401.786,alive,airbag,belted,0,f,47,2000,1993,nodeploy,driver,0,1
20.028,dead,none,none,1,m,25,2000,2000,unavail,driver,0,4
20.028,alive,none,none,1,m,25,2000,2000,unavail,pass,0,3
44.075,alive,none,belted,1,f,39,2000,1990,unavail,driver,0,3
181.361,alive,airbag,belted,1,f,29,2000,1999,nodeploy,driver,0,1
181.361,alive,airbag,belted,1,f,27,2000,1999,nodeploy,pass,0,1
598.137,alive,none,belted,0,m,55,2000,1985,unavail,driver,0,2
17.398,alive,none,belted,1,m,24,2000,1981,unavail,driver,0,1
17.398,alive,none,none,1,m,39,2000,1988,unavail,driver,0,3
27.25,alive,airbag,none,1,m,42,2000,2000,deploy,driver,1,3
33.607,alive,airbag,belted,1,f,46,2000,2000,nodeploy,pass,0,1
33.607,alive,airbag,belted,0,m,26,2000,1996,nodeploy,driver,0,2
368.327,alive,none,belted,0,f,66,2000,1992,unavail,driver,0,0
885.065,alive,none,belted,1,m,38,2000,1985,unavail,driver,0,0
18.809,alive,airbag,belted,1,f,45,2000,2000,deploy,driver,1,3
59.849,alive,none,belted,0,f,39,2000,1995,unavail,driver,0,0
59.849,alive,none,belted,1,m,52,2000,1994,unavail,pass,0,0
246.269,alive,airbag,belted,1,m,20,2000,1999,deploy,driver,1,2
246.269,alive,airbag,belted,1,f,21,2000,1999,deploy,pass,1,2
1195.363,alive,none,belted,1,m,20,2000,1987,unavail,driver,0,1
1195.363,alive,airbag,belted,0,f,48,2000,1995,deploy,driver,1,1
28.662,alive,airbag,belted,1,m,31,2000,1999,deploy,driver,1,0
55.917,alive,airbag,belted,1,f,21,2000,1999,deploy,driver,1,2
30.171,alive,airbag,none,0,m,18,2000,1991,deploy,driver,1,3
30.171,alive,airbag,none,0,f,48,2000,1994,nodeploy,driver,0,3
30.171,alive,airbag,none,0,m,18,2000,1996,nodeploy,driver,0,3
1364.697,alive,airbag,none,1,f,44,2000,1999,nodeploy,driver,0,1
2814.054,alive,airbag,belted,1,f,17,2000,1996,nodeploy,pass,0,0
17.398,alive,airbag,none,1,f,79,2000,1994,deploy,driver,1,3
32.729,dead,none,none,0,m,62,2000,1992,unavail,driver,0,4
32.729,alive,airbag,belted,1,m,47,2000,1996,deploy,driver,1,2
22.618,alive,none,belted,1,m,20,2000,1990,unavail,driver,0,1
27.895,alive,airbag,none,1,m,27,2000,1995,deploy,driver,1,2
18.809,alive,airbag,belted,1,m,32,2000,2000,deploy,driver,1,3
18.809,alive,airbag,belted,1,f,23,2000,2000,deploy,pass,1,3
22.765,dead,airbag,none,1,f,45,2000,1996,deploy,driver,1,4
22.765,alive,airbag,belted,0,f,55,2000,1992,nodeploy,pass,0,2
30.793,alive,airbag,none,0,m,30,2000,1999,deploy,pass,1,3
303.54,alive,none,belted,1,f,42,2000,1989,unavail,driver,0,2
303.54,alive,none,none,1,f,49,2000,1989,unavail,pass,0,2
338.68,alive,none,belted,1,f,20,2000,1988,unavail,driver,0,3
18.538,alive,airbag,none,1,m,63,2000,1999,deploy,driver,1,0
18.538,alive,airbag,belted,1,f,40,2000,1995,deploy,driver,1,2
41.357,dead,airbag,none,0,f,27,2000,1995,deploy,driver,1,4
41.357,alive,airbag,belted,1,f,26,2000,1997,deploy,driver,1,1
38.841,alive,airbag,none,0,f,76,2000,1999,nodeploy,driver,0,3
55.442,alive,airbag,belted,1,m,49,2000,1994,deploy,driver,1,3
33.327,alive,none,none,0,m,23,2000,1990,unavail,driver,0,3
33.327,alive,airbag,belted,0,f,77,2000,1996,nodeploy,pass,0,3
867.537,alive,airbag,belted,0,m,18,2000,1993,nodeploy,driver,0,1
29.319,alive,airbag,belted,1,f,23,2000,1999,deploy,driver,1,3
41.663,alive,airbag,belted,1,f,42,2000,2000,nodeploy,driver,0,1
11174.205,alive,airbag,belted,0,f,19,2000,1995,nodeploy,driver,0,0
64.709,alive,none,none,1,m,19,2000,1991,unavail,driver,0,3
2048.394,alive,none,none,0,f,30,2000,1995,unavail,driver,0,2
2048.394,alive,airbag,belted,1,m,41,2000,1998,deploy,driver,1,1
1159.204,alive,airbag,belted,1,f,42,2000,1998,nodeploy,driver,0,0
623.287,alive,none,belted,0,m,57,2000,1989,unavail,driver,0,0
623.287,alive,none,none,1,m,29,2000,1990,unavail,pass,0,0
540.887,alive,airbag,none,0,f,30,2000,1997,nodeploy,driver,0,0
665.011,alive,airbag,belted,1,f,17,2000,2000,deploy,driver,1,1
665.011,alive,airbag,belted,0,f,31,2000,1998,nodeploy,driver,0,1
1165.066,alive,airbag,belted,0,f,23,2000,1991,nodeploy,driver,0,1
1165.066,alive,airbag,belted,0,f,19,2000,1991,nodeploy,pass,0,1
1165.066,alive,airbag,belted,1,m,21,2000,1994,deploy,driver,1,1
1011.042,alive,airbag,none,1,m,35,2000,2000,nodeploy,driver,0,0
838.64,alive,none,belted,1,m,28,2000,1990,unavail,driver,0,2
727.77,alive,airbag,belted,1,m,44,2000,1996,deploy,driver,1,0
38.476,alive,airbag,belted,1,f,25,2000,2000,deploy,driver,1,3
1007.409,alive,airbag,belted,0,f,47,2000,1997,nodeploy,driver,0,1
1531.602,alive,airbag,belted,1,f,19,2000,1998,deploy,driver,1,0
4213.57,alive,airbag,belted,1,m,25,2000,1994,nodeploy,driver,0,0
38.476,alive,airbag,none,1,m,32,2000,2000,deploy,driver,1,3
1960.139,alive,airbag,belted,1,m,59,2000,1998,deploy,pass,1,1
1960.139,alive,airbag,belted,1,m,57,2000,1995,deploy,driver,1,0
180.45,alive,airbag,belted,1,f,20,2000,2000,deploy,driver,1,3
180.45,alive,airbag,belted,1,f,25,2000,1996,deploy,driver,1,2
1062.228,alive,airbag,none,1,f,34,2000,1999,nodeploy,pass,0,2
1062.228,alive,airbag,belted,1,f,45,2000,1997,deploy,driver,1,1
790.377,alive,airbag,belted,1,f,43,2000,1995,deploy,driver,1,1
1886.937,alive,none,belted,1,f,21,2000,1984,unavail,driver,0,0
1886.937,alive,none,belted,1,f,19,2000,1984,unavail,pass,0,0
721.827,alive,airbag,belted,0,m,48,2000,1998,deploy,driver,1,2
481.77,alive,airbag,belted,1,m,23,2000,1998,deploy,driver,1,2
732.453,alive,none,belted,1,m,16,2000,1993,unavail,pass,0,0
38.476,alive,airbag,belted,1,f,24,2000,1993,deploy,driver,1,3
59.424,alive,airbag,belted,1,f,46,2000,1992,nodeploy,driver,0,1
59.424,alive,airbag,belted,1,f,35,2000,1992,nodeploy,pass,0,1
1037.204,alive,none,belted,0,m,24,2000,1986,unavail,driver,0,0
1037.204,alive,none,belted,0,f,22,2000,1986,unavail,pass,0,0
49.483,dead,none,none,0,m,78,2000,1987,unavail,driver,0,4
538.325,alive,airbag,belted,1,m,39,2000,1998,deploy,driver,1,1
538.325,alive,airbag,belted,0,f,40,2000,1998,deploy,driver,1,2
943.118,alive,none,none,1,m,50,2000,1995,unavail,driver,0,2
818.436,alive,airbag,belted,0,f,34,2000,1998,nodeploy,driver,0,1
191.538,alive,airbag,belted,0,m,27,2000,1997,deploy,driver,1,1
291.202,alive,airbag,belted,0,f,28,2000,1997,deploy,driver,1,2
801.123,alive,airbag,belted,1,m,22,2000,1995,deploy,driver,1,0
554.928,alive,airbag,belted,0,f,67,2000,1996,nodeploy,driver,0,2
972.205,alive,none,belted,0,f,17,2000,1982,unavail,pass,0,0
972.205,alive,airbag,belted,1,m,17,2000,1993,nodeploy,driver,0,0
371.417,alive,airbag,belted,1,f,24,2000,1991,deploy,driver,1,1
371.417,alive,airbag,belted,1,m,17,2000,1996,deploy,driver,1,0
650.703,alive,airbag,belted,1,m,53,2000,1995,deploy,driver,1,1
564.679,alive,airbag,belted,1,f,22,2000,2000,deploy,pass,1,1
564.679,alive,airbag,belted,0,m,20,2000,2000,nodeploy,driver,0,0
1553.48,alive,none,belted,0,f,21,2000,1984,unavail,driver,0,1
59.424,alive,none,belted,1,m,17,2000,1991,unavail,driver,0,3
59.424,alive,none,belted,1,m,61,2000,1989,unavail,driver,0,3
59.424,alive,airbag,belted,1,f,65,2000,1996,deploy,pass,1,3
59.424,alive,airbag,belted,1,f,18,2000,1998,deploy,driver,1,3
2895.374,alive,airbag,belted,1,f,45,2000,1995,deploy,driver,1,1
454.413,alive,airbag,belted,1,m,19,2000,1999,nodeploy,driver,0,0
454.413,alive,airbag,belted,1,f,42,2000,1994,deploy,driver,1,2
796.108,alive,none,belted,0,f,23,2000,1984,unavail,driver,0,2
1900.617,alive,airbag,none,1,m,24,2000,1995,deploy,driver,1,0
371.252,alive,airbag,belted,0,f,29,2000,1999,nodeploy,driver,0,2
371.252,alive,airbag,belted,1,f,31,2000,2001,nodeploy,pass,0,1
371.252,alive,airbag,belted,0,f,17,2000,1997,nodeploy,driver,0,1
650.415,alive,airbag,belted,0,f,19,2000,1995,nodeploy,driver,0,0
650.415,alive,airbag,belted,0,f,23,2000,1995,nodeploy,pass,0,1
564.429,alive,airbag,belted,0,f,24,2000,1995,nodeploy,driver,0,0
49.483,alive,none,belted,1,m,21,2000,1994,unavail,driver,0,2
82.456,alive,none,belted,1,f,44,2000,1992,unavail,driver,0,3
82.456,alive,airbag,belted,0,m,44,2000,1990,nodeploy,driver,0,1
489.066,alive,airbag,belted,1,m,54,2000,1999,nodeploy,driver,0,0
489.066,alive,airbag,belted,1,f,48,2000,1999,nodeploy,pass,0,1
743.545,alive,airbag,belted,1,f,49,2000,1997,deploy,driver,1,0
743.545,alive,airbag,belted,1,f,74,2000,1997,deploy,pass,1,0
743.545,alive,airbag,belted,1,m,50,2000,1997,nodeploy,pass,0,0
963.458,alive,none,belted,1,f,21,2000,1991,unavail,driver,0,1
963.458,alive,none,belted,0,f,16,2000,1992,unavail,driver,0,1
963.458,alive,none,belted,0,f,16,2000,1992,unavail,pass,0,0
631.232,alive,none,belted,1,m,59,2000,1990,unavail,driver,0,0
631.232,alive,none,belted,0,f,21,2000,1993,unavail,driver,0,1
631.232,alive,none,belted,0,f,21,2000,1993,unavail,pass,0,2
547.781,alive,airbag,belted,0,m,63,2000,1998,nodeploy,pass,0,0
547.781,alive,airbag,belted,1,f,42,2000,1997,deploy,driver,1,0
1506.994,alive,airbag,belted,1,f,39,2000,1994,nodeploy,driver,0,0
1506.994,alive,airbag,belted,1,m,44,2000,1994,nodeploy,driver,0,0
49.483,alive,none,belted,1,m,30,2000,1992,unavail,driver,0,2
1377.381,alive,airbag,belted,1,f,24,2000,1997,deploy,driver,1,1
1195.288,alive,airbag,belted,1,f,22,2000,1998,deploy,driver,1,1
1195.288,alive,airbag,belted,1,f,23,2000,1996,nodeploy,pass,0,0
1195.288,alive,airbag,belted,0,m,38,2000,2000,nodeploy,pass,0,1
3288.342,alive,airbag,belted,0,m,41,2000,1993,nodeploy,driver,0,0
537.211,alive,airbag,belted,1,m,49,2000,2000,nodeploy,driver,0,1
941.166,alive,none,belted,0,f,21,2000,1992,unavail,driver,0,0
941.166,alive,none,belted,0,f,48,2000,1992,unavail,pass,0,2
886.112,alive,none,none,1,m,40,2000,1972,unavail,driver,0,2
768.966,alive,airbag,belted,0,m,44,2000,1993,deploy,driver,1,1
768.966,alive,airbag,belted,0,f,29,2000,2000,nodeploy,driver,0,0
768.966,alive,none,belted,1,f,40,2000,1992,unavail,driver,0,0
674.457,alive,airbag,belted,1,m,24,2000,1993,deploy,driver,1,1
674.457,alive,airbag,belted,0,f,43,2000,1999,deploy,driver,1,3
674.457,alive,airbag,belted,0,f,32,2000,1997,nodeploy,driver,0,2
674.457,alive,airbag,belted,1,f,24,2000,1997,deploy,pass,1,1
710.58,alive,none,none,0,m,18,2000,1989,unavail,driver,0,0
710.58,alive,airbag,belted,1,m,22,2000,1998,deploy,driver,1,0
1954.867,alive,airbag,belted,0,f,26,2000,1992,nodeploy,driver,0,0
622.153,alive,airbag,belted,1,f,30,2000,1995,deploy,driver,1,1
2602.204,alive,airbag,belted,0,m,56,2000,1993,nodeploy,driver,0,0
2602.204,alive,airbag,belted,0,f,50,2000,1993,nodeploy,pass,0,0
1044.736,alive,airbag,belted,1,m,44,2000,2000,deploy,driver,1,1
49.483,dead,airbag,none,0,f,19,2000,2000,nodeploy,driver,0,4
3961.519,alive,none,none,1,m,32,2000,1985,unavail,driver,0,2
9457.682,alive,none,belted,1,f,54,2000,1994,unavail,driver,0,0
59.424,alive,none,belted,0,f,40,2000,1993,unavail,driver,0,2
8809.342,alive,airbag,belted,0,f,24,2000,1993,nodeploy,driver,0,0
333.789,alive,airbag,belted,1,m,29,2000,1997,deploy,driver,1,1
584.78,alive,none,none,0,f,22,2000,1986,unavail,driver,0,1
507.471,alive,airbag,belted,1,m,30,2000,1997,deploy,driver,1,0
507.471,alive,airbag,none,0,f,46,2000,1992,nodeploy,driver,0,1
59.424,alive,airbag,belted,0,m,33,2000,1992,deploy,driver,1,3
284.783,alive,airbag,belted,0,m,31,2000,1999,nodeploy,driver,0,2
284.783,alive,airbag,belted,0,f,28,2000,1999,nodeploy,pass,0,0
498.926,alive,none,none,0,m,57,2000,1989,unavail,driver,0,2
498.926,alive,airbag,belted,1,f,53,2000,1995,nodeploy,pass,0,0
1191.129,alive,airbag,belted,0,m,48,2000,1995,nodeploy,driver,0,1
1191.129,alive,airbag,belted,0,f,49,2000,1995,nodeploy,pass,0,1
303.698,alive,airbag,belted,0,f,43,2000,1999,nodeploy,driver,0,0
1270.243,alive,none,belted,1,m,51,2000,1991,unavail,driver,0,0
1270.243,alive,airbag,belted,0,m,29,2000,1993,nodeploy,driver,0,0
303.76,alive,airbag,belted,0,f,40,2000,2000,nodeploy,pass,0,1
532.171,alive,airbag,belted,0,f,17,2000,1999,nodeploy,driver,0,1
532.171,alive,airbag,belted,0,m,19,2000,1999,nodeploy,pass,0,0
532.171,alive,none,none,1,m,30,2000,1984,unavail,driver,0,2
532.171,alive,none,none,1,m,22,2000,1984,unavail,pass,0,0
461.817,alive,airbag,belted,1,f,19,2000,1999,nodeploy,driver,0,0
461.817,alive,none,belted,0,f,18,2000,1980,unavail,driver,0,1
461.817,alive,airbag,belted,1,f,17,2000,1999,deploy,driver,1,1
528.948,alive,none,belted,0,m,42,2000,1994,unavail,driver,0,1
528.948,alive,airbag,belted,1,m,44,2000,2000,deploy,driver,1,1
1455.182,alive,airbag,belted,1,m,43,2000,1995,nodeploy,driver,0,0
808.576,alive,airbag,belted,1,m,20,2000,1997,deploy,driver,1,0
808.576,alive,airbag,belted,0,f,42,2000,1999,nodeploy,driver,0,0
49.483,alive,airbag,belted,0,m,21,2000,1995,nodeploy,driver,0,2
49.483,alive,airbag,belted,0,m,18,2000,1996,nodeploy,pass,0,3
478.61,alive,airbag,none,1,m,51,2000,2001,deploy,driver,1,2
478.61,alive,airbag,belted,1,m,56,2000,1998,deploy,driver,1,2
727.648,alive,airbag,belted,0,f,61,2000,1998,nodeploy,driver,0,1
727.648,alive,airbag,belted,1,f,16,2000,1996,deploy,driver,1,0
2001.824,alive,none,belted,1,f,16,2000,1994,unavail,driver,0,0
49.483,alive,airbag,belted,1,m,22,2000,1999,deploy,driver,1,0
49.483,alive,airbag,belted,0,f,31,2000,2000,nodeploy,pass,0,2
1165.741,alive,airbag,belted,1,m,34,2000,1997,nodeploy,driver,0,0
3207.056,alive,none,belted,1,f,56,2000,1994,unavail,driver,0,1
49.483,dead,airbag,none,0,m,34,2000,2000,deploy,driver,1,4
59.424,alive,airbag,none,0,m,44,2000,1996,nodeploy,driver,0,3
3276.391,alive,airbag,belted,0,f,66,2000,1996,nodeploy,driver,0,0
80.274,alive,airbag,belted,0,f,16,2000,2000,deploy,driver,1,1
80.274,alive,airbag,belted,0,f,16,2000,2000,deploy,pass,1,0
643.02,alive,airbag,belted,0,m,51,2000,1997,deploy,driver,1,0
643.02,alive,airbag,belted,1,m,48,2000,2000,nodeploy,driver,0,0
1698.817,alive,airbag,belted,0,f,52,2000,1990,nodeploy,driver,0,1
1698.817,alive,airbag,belted,1,f,17,2000,1997,deploy,driver,1,0
702.016,alive,airbag,belted,0,f,39,2000,1996,deploy,driver,1,1
712.451,alive,airbag,belted,0,f,38,2000,1996,nodeploy,driver,0,1
199.897,alive,airbag,belted,0,m,16,2000,1995,deploy,driver,1,0
74.098,alive,none,belted,1,m,34,2000,1994,unavail,driver,0,1
0,alive,airbag,belted,0,m,42,2000,2000,nodeploy,driver,0,2
260.533,alive,airbag,none,0,m,23,2000,1993,nodeploy,pass,0,1
77.145,alive,none,none,1,m,32,2000,1987,unavail,driver,0,3
45.231,alive,none,belted,0,f,68,2000,1993,unavail,driver,0,3
45.231,alive,none,belted,0,f,62,2000,1993,unavail,pass,0,3
511.97,alive,airbag,belted,0,f,42,2000,1998,deploy,driver,1,1
511.97,alive,none,none,1,m,40,2000,1984,unavail,driver,0,1
643.236,alive,airbag,belted,1,m,58,2000,1992,deploy,driver,1,0
1425.07,alive,airbag,belted,0,m,48,2000,1999,nodeploy,driver,0,0
48.027,alive,airbag,belted,1,m,17,2000,1995,deploy,driver,1,1
48.027,alive,airbag,none,0,m,21,2000,2000,deploy,driver,1,3
1617.956,alive,none,none,1,m,39,2000,1988,unavail,driver,0,2
4845.975,alive,none,none,1,m,22,2000,1991,unavail,driver,0,1
4845.975,alive,none,none,1,f,20,2000,1991,unavail,pass,0,1
4845.975,alive,airbag,none,0,f,33,2000,1994,nodeploy,driver,0,2
46.287,alive,airbag,none,0,m,25,2000,1993,deploy,driver,1,3
56.037,alive,airbag,none,1,f,21,2000,1996,deploy,driver,1,3
56.037,alive,none,none,1,m,50,2000,1992,unavail,driver,0,2
56.037,alive,airbag,none,1,m,44,2000,1996,deploy,driver,1,0
56.037,alive,none,none,1,m,27,2000,1996,unavail,pass,0,2
65.054,dead,none,none,1,f,39,2000,1993,unavail,driver,0,4
71.556,alive,airbag,belted,1,m,46,2000,1996,deploy,driver,1,2
71.556,alive,airbag,belted,1,m,49,2000,1998,deploy,driver,1,0
71.556,alive,airbag,none,0,f,31,2000,1995,nodeploy,driver,0,3
49.415,dead,none,belted,0,m,63,2000,1989,unavail,driver,0,4
56.539,alive,none,belted,1,m,69,2000,1978,unavail,driver,0,1
56.539,alive,none,none,0,f,17,2000,1984,unavail,pass,0,2
48.027,alive,none,none,0,m,72,2000,1989,unavail,driver,0,3
48.027,alive,airbag,none,1,f,59,2000,1997,deploy,driver,1,3
3263.9,alive,airbag,belted,0,f,41,2000,1994,nodeploy,driver,0,0
150.393,alive,airbag,belted,0,f,43,2000,1999,nodeploy,pass,0,3
65.797,alive,airbag,belted,1,f,24,2000,1997,deploy,driver,1,3
82.623,alive,none,belted,1,f,19,2000,1992,unavail,driver,0,3
82.623,alive,none,belted,1,m,19,2000,1992,unavail,pass,0,3
83.327,alive,none,none,1,m,17,2000,1987,unavail,driver,0,2
104.635,alive,airbag,belted,1,m,63,2000,1995,deploy,driver,1,1
187.031,alive,airbag,none,1,m,48,2000,1999,deploy,driver,1,2
187.031,alive,airbag,none,1,f,42,2000,1999,deploy,pass,1,3
187.031,alive,airbag,belted,1,f,16,2000,1995,deploy,driver,1,0
102.751,alive,none,none,1,m,35,2000,1983,unavail,driver,0,3
563.583,alive,none,belted,1,f,36,2000,1991,unavail,driver,0,3
46.965,alive,airbag,none,1,m,26,2000,1994,deploy,driver,1,3
46.965,alive,airbag,none,1,f,30,2000,1994,deploy,pass,1,3
1214.489,alive,airbag,belted,0,f,60,2000,1997,deploy,driver,1,1
1525.877,alive,none,none,0,f,60,2000,1994,unavail,pass,0,2
3108.476,alive,none,belted,1,f,55,2000,1990,unavail,driver,0,3
96.877,alive,airbag,none,0,f,82,2000,1998,nodeploy,pass,0,3
53.222,alive,none,belted,1,m,16,2000,1989,unavail,driver,0,3
53.222,alive,none,belted,1,m,16,2000,1989,unavail,pass,0,2
53.222,alive,airbag,belted,1,f,17,2000,1996,deploy,driver,1,3
3397.886,alive,airbag,belted,1,f,31,2000,1995,nodeploy,driver,0,1
45.231,alive,none,none,1,f,29,2000,1990,unavail,driver,0,3
45.231,alive,none,none,1,f,29,2000,1990,unavail,pass,0,3
60.102,alive,airbag,belted,1,m,17,2000,1996,deploy,driver,1,3
60.102,alive,airbag,belted,1,f,45,2000,1999,deploy,driver,1,3
3456.901,alive,none,none,0,f,27,2000,1988,unavail,driver,0,2
9940.563,alive,airbag,none,1,m,19,2000,1995,deploy,driver,1,2
94.948,alive,none,none,1,m,30,2000,1989,unavail,driver,0,3
94.948,alive,none,belted,1,m,33,2000,1989,unavail,pass,0,2
82.621,alive,none,none,0,m,70,2000,1976,unavail,driver,0,3
82.621,dead,none,none,0,m,40,2000,1976,unavail,pass,0,4
100.836,alive,none,belted,1,m,49,2000,1990,unavail,driver,0,2
45.231,alive,airbag,none,0,f,72,2000,1992,nodeploy,driver,0,3
45.231,alive,airbag,none,0,m,76,2000,1992,nodeploy,pass,0,1
53.241,alive,airbag,none,1,m,20,2000,1998,nodeploy,driver,0,3
350.996,alive,none,belted,1,f,16,2000,1993,unavail,driver,0,3
6784.381,alive,airbag,belted,0,m,76,2000,1995,deploy,driver,1,0
56.011,dead,airbag,none,0,m,18,2000,1998,nodeploy,pass,0,4
68.36,alive,airbag,belted,0,f,19,2000,1995,deploy,driver,1,2
68.36,alive,none,none,1,m,18,2000,1988,unavail,driver,0,3
68.36,alive,none,belted,1,f,81,2000,1987,unavail,driver,0,3
595.848,alive,none,belted,1,m,37,2000,1988,unavail,driver,0,3
48.027,alive,airbag,belted,1,m,58,2000,1999,deploy,driver,1,3
48.027,alive,airbag,none,1,m,27,2000,1992,deploy,driver,1,2
48.027,alive,airbag,none,0,m,29,2000,2000,nodeploy,driver,0,3
3842.72,alive,airbag,belted,1,f,36,2000,1992,nodeploy,driver,0,0
55.501,alive,airbag,belted,1,f,59,2000,1996,deploy,driver,1,2
69.694,alive,airbag,none,1,m,37,2000,1995,deploy,driver,1,3
84.251,dead,none,none,1,m,90,2000,1988,unavail,driver,0,3
84.251,alive,none,belted,0,m,22,2000,1989,unavail,driver,0,0
84.251,alive,none,belted,0,m,42,2000,1989,unavail,pass,0,3
56.954,alive,airbag,none,0,f,24,2000,1996,deploy,driver,1,3
45.231,alive,none,none,1,m,22,2000,1989,unavail,pass,0,3
45.231,alive,none,none,1,m,25,2000,1980,unavail,pass,0,2
55.986,alive,airbag,none,0,f,18,2000,1999,deploy,driver,1,3
55.986,alive,airbag,none,0,m,20,2000,1999,deploy,pass,1,2
55.986,alive,airbag,belted,1,m,50,2000,1996,nodeploy,driver,0,0
67.513,dead,airbag,none,0,m,44,2000,1995,deploy,driver,1,4
1045.926,alive,none,none,1,f,21,2000,1986,unavail,driver,0,1
